Event,title,composer,code
935-Treble Chorus,Ricevete (from Le Nozze di Figaro) (17838) (SSA) (accomp),Mozart/Liebergen,
935-Treble Chorus,Laudamus Te,arr. Mayo,
935-Treble Chorus,Antiphonal Hosanna,G. Alan Smith,
935-Treble Chorus,Jubilate Deo (a cappella),Praetorius/Rao,
935-Treble Chorus,Gloria (from Gloria and Alleluia) (12063) (SA) (a cappella),Schram,
935-Treble Chorus,Jubilate Deo (12140) (4 part canon) (a cappella),Praetorius/Rao,
935-Treble Chorus,Dance of the Willow (16892) (unison) (accomp),Ebel- Sabo,
935-Treble Chorus,Spring Quiet (12025),Crocker/Leavitt,
931-Mixed Chorus,Festival Gloria (11516) (accomp),Porterfield,
931-Mixed Chorus,O Love (24232) (SATB) (accomp),Hagenberg,
931-Mixed Chorus,All Things Bright and Beautiful,Rutter,
931-Mixed Chorus,Kyrie (from Mass in C Major) (11910) (Latin) (keyboard) (accomp),Beethoven,
931-Mixed Chorus,La Chaparrita (11687),Anon. or Trad./Tabbush,
931-Mixed Chorus,My Hearts In the Highlands (11261) (accomp),Moore,
931-Mixed Chorus,Tambur (17761) (SATB) (a cappella),Anon. or Trad./Bardos,
931-Mixed Chorus,Alleluia (24233) (SATB) (a cappella),Hagenberg,
931-Mixed Chorus,Exsultate justi in Domino (16843),Adams,
933-Tenor/Bass Chorus,Who Are the Brave (12899),Martin,
933-Tenor/Bass Chorus,A Jubilant Gloria (17008),Lightfoot,
933-Tenor/Bass Chorus,Sanctus! Sanctus! (24240) (TBB) (accomp),Wolff,
933-Tenor/Bass Chorus,Think On Me (15309) (accomp),Anon. or Trad./Mulholland,
933-Tenor/Bass Chorus,Give Me The River ,Young,
933-Tenor/Bass Chorus,In Taberna Quando Sumus (20731) (accomp),Orff,
933-Tenor/Bass Chorus,Vive la compagnie! (15273),Anon. or Trad./Leavitt,
933-Tenor/Bass Chorus,Die Minnesanger (The Minnesingers) (12872) (German) (a cappella),Schumann/Pfautsch/Oltman,
933-Tenor/Bass Chorus,Gloria,Dan Davison,
935-Treble Chorus,Dance on My Heart (12297) (accomp),Koepke,
935-Treble Chorus,A Dream Within a Dream (17842) (SSA) (accomp),Gray,
935-Treble Chorus,My Hearts in the Highlands (12335) (accomp),Wagner,
935-Treble Chorus,Bandyrowe (22848) (2 part) (accomp),Traditional Irish Folk Song/Brumfeld,
935-Treble Chorus,Ave Generosa,Gjeilo,
935-Treble Chorus,The Brook (Chatter  Chatter) (22837),Thomas,
935-Treble Chorus,The Arrow and the Song (19402),Matthews,
935-Treble Chorus,Koowu,Khoury,
935-Treble Chorus,Gerakina (SSA) (Accomp),Leck,
935-Treble Chorus,An den Vetter (12502) (German) (SSA) (a cappella),Haydn/Vancil,
935-Treble Chorus,All Join Hands (12108) (a cappella),Anon. or Trad./Crocker,
935-Treble Chorus,Hodie,Szymko,
935-Treble Chorus,Joyfully Sing!,Spevacek,
935-Treble Chorus,The Seal Lullaby,Eric Whitacre,
935-Treble Chorus,Laudate Dominum,Mozart/Rentz,
931-Mixed Chorus,Shoshone Love Song,Emerson,
931-Mixed Chorus,Heilig  Heilig  Heilig,Schubert,
931-Mixed Chorus,Meet Me (11229) (SAB) (a cappella),DeWitt,
931-Mixed Chorus,El Vito ,Crocker,
931-Mixed Chorus,El Vito,Emily Crocker,
931-Mixed Chorus,Tanzen und Springen ,Hassler/Robinson,
931-Mixed Chorus,Alleluia (from Uns ist ein Kind geboren) (16909) (SAB) (accomp),Kuhnau/Liebergen,
931-Mixed Chorus,Sound Forth The Trumpet In Zion (11433) (SAB) (a cappella),Morley/Proulx,
931-Mixed Chorus,April is in My mistress Face,arr. Russel Robinson,
933-Tenor/Bass Chorus,Psallite,Robinson,
933-Tenor/Bass Chorus,In Umbra (20803) (TTB) (accomp),Thomas,
935-Treble Chorus,Nanuma,Burrows,
935-Treble Chorus,Jubilate! Sing!,La Grotte/Liebergen,
935-Treble Chorus,Duermete (The Angels Lullaby) (18513) (SA)(Spanish) (accomp),Spanish Folk Song/Johnson,
935-Treble Chorus,Cantate Domino (15354) (accomp),Cobb,
935-Treble Chorus,Ai Hai Yo (22824) (2 part) (accomp),Traditional Chinese Folk Song/Arcari,
935-Treble Chorus,Antiphonal Hosanna (12104) (2 part) (accomp),Smith,
935-Treble Chorus,J'entends le moulin (I Hear the Windmill) (19565) (SA) (accomp),French Canadian Folk Song/Crocker,
935-Treble Chorus,Hitori (15319) (SA divisi) (Japanese) (opt orff inst) (accomp),Anon. or Trad./Donnelly/Strid,
935-Treble Chorus,Sigh No More Ladies,Emma Lou Diemer,
931-Mixed Chorus,Sing We Joy,Purcell/Liebergen,
933-Tenor/Bass Chorus,Vive L'amour,Traditional,
933-Tenor/Bass Chorus,I. The Ceremony (from A Trilogy of Knighthood) (15254),Bray,
933-Tenor/Bass Chorus,I. Gloria Deo (from Three Latin Songs) (18500) ,Farnell,
933-Tenor/Bass Chorus,Red River Valley,Emily Crocker/John Leavitt,
933-Tenor/Bass Chorus,Hand Me Down My Silver Trumpet (15219),Anon. or Trad./Moses,
933-Tenor/Bass Chorus,Bella Ciao,Jones,
933-Tenor/Bass Chorus,Kyrie (16975) (TB) (w/ piano) (accomp),Krunnfusz,
933-Tenor/Bass Chorus,The Cowboy (21967),Winebrenner,
933-Tenor/Bass Chorus,The Open Road (17789) (TB) (a cappella or accomp) (a cappella),Farnell,
933-Tenor/Bass Chorus,Jubilate Deo (17803) (TTB) (accomp),Farnell,
933-Tenor/Bass Chorus,The Shepherds Spiritual (12715),Anon. or Trad./Moore,
935-Treble Chorus,Ad Astra,Jacob Narverud,
935-Treble Chorus,The Tiger,Sherrie Poterfield,
935-Treble Chorus,Zum Gali Gali,Johnson,
935-Treble Chorus,Two A Cappella Italian Folk Songs for Emerging Treble Choir (24255),Italian Folk Song/Jones,
935-Treble Chorus,Riversong,Beck,
935-Treble Chorus,Fly  Fly  Fly (SA) (accomp),Hohnstein-Reinhart,
935-Treble Chorus,Long  Long Ago (12030),Anon. or Trad./Leavitt,
935-Treble Chorus,The moon,Andy Beck,
935-Treble Chorus,Long  Long Ago,Thomas Bayly/John Leavitt,
935-Treble Chorus,In Time Of Silver Rain (15385) (SSA) (accomp),Snyder,
935-Treble Chorus,Cantate Hodie (Sing Today),Lightfoot,
935-Treble Chorus,A Quiet Sanctus (21993),Wagner,
935-Treble Chorus,Gloria! (15415) (SSAA) (opt suspended cymbal and triangle) (accomp),Riley,
935-Treble Chorus,Something Told the Wild Geese ,Porterfield,
935-Treble Chorus,Circle Round the Moon (18537) (SA) (accomp),Hierholzer,
935-Treble Chorus,Three Solfege Songs and Rounds (24250) (unison) (sing Alleluia OR Dona Nobis Pacem) (Latin REQUIRED) (a cappella),Courtney,
931-Mixed Chorus,Agnus Dei (11515) (Latin) (SAB) (accomp),Poorman,
931-Mixed Chorus,Celebrate with Jubilant Song (14992) (SAB div) (accomp),Lightfoot,
931-Mixed Chorus,Kyrie Eleison (16889) (3 part mixed) (accomp),Schram,
931-Mixed Chorus,Alleluia,Sharpe,
931-Mixed Chorus,Jubilate Deo (11265) (2 part) (accomp),Spevacek,
931-Mixed Chorus,Over the Sea to Skye (11255),Jothen,
931-Mixed Chorus,October (21941) (accomp),Baas,
935-Treble Chorus,Nino Precioso (2 part) (opt. percussion) (accomp),Traditional/ Powell,
935-Treble Chorus,Spring Quiet,Crocker/Leavitt,
935-Treble Chorus,A Mozart Canon (16691) (SA) (accomp),Anon. or Trad./Moore,
935-Treble Chorus,Shenandoah (17839) (SA) (accomp),Anon. or Trad./Farnell,
935-Treble Chorus,Ad Astra (22876) (SSA) (accomp),Narverud,
935-Treble Chorus,A Choral Flourish,Spevacek,
931-Mixed Chorus,An Irish Blessing (11228) (SAB) (a cappella),DeWitt,
931-Mixed Chorus,Agnus Dei,Poorman,
931-Mixed Chorus,Ad Astra,Jacob Narverud,
933-Tenor/Bass Chorus,Red River Valley (12602) (TB or TTB) (a cappella),Anon. or Trad./Crocker/Leavitt,
935-Treble Chorus,We Will Praise You (12098) (3rd part opt) (accomp),Praetorius/Wagner,
935-Treble Chorus,Spring (12061) (SA) (a cappella),Gove,
935-Treble Chorus,Give Thanks and Praise (12084) (SA) (accomp),Handel/Kihlken,
935-Treble Chorus,Dance of the Willow,Ebel-Sabo,
935-Treble Chorus,My True Love Hath My Heart,Wimberly,
935-Treble Chorus,Stars Are For Those Who Lift Their Eyes (12157) (2 or 3 part) (keyboard or guitar) (solo opt) (accomp),Delmonte,
935-Treble Chorus,Spring Song (12150) (SSA) (accomp),Butler,
931-Mixed Chorus,Northern Lights (18244) (SATB) (a cappella),Gjeilo,
931-Mixed Chorus,Dixit Dominus (from Vesperae Solemnes de Confessore K. 339) (11939) (Latin) (accomp),Mozart,
931-Mixed Chorus,Exultate Justi (21938) (SA(T)B) (accomp),Davison,
931-Mixed Chorus,Plaudant Aetheri (15085) (opt inst ensemble) (accomp),Holzbauer/Banner,
931-Mixed Chorus,The Last Words of David,Thompson,
931-Mixed Chorus,Shenandoah,Michael John Trotta,
931-Mixed Chorus,Set Me As A Seal (from a new Creation) (11615) (SATB div) (a cappella),Clausen,
933-Tenor/Bass Chorus,Shenandoah (15253) [TT(B)B] (accomp),Anon. or Trad./Basler,
933-Tenor/Bass Chorus,Ave Maria (12918) (Latin) (TTB/TTBB) (a cappella),Biebl,
933-Tenor/Bass Chorus,Tumbalalaika (12891) (tenor solo) (accomp),Anon. or Trad./DeCormier,
933-Tenor/Bass Chorus,Let All Men Sing (12888) (accomp),Christopher,
933-Tenor/Bass Chorus,Star of the County Down (15287) (accomp),Anon. or Trad./Hunt,
933-Tenor/Bass Chorus,Kyrie (from Three Contemporary Latin Settings) (12797) (Latin) (TTB) (accomp),Estes,
933-Tenor/Bass Chorus,The Vagabond,Vaughan Williams/Lewis,
933-Tenor/Bass Chorus,'A Vucchella,Tosti,
933-Tenor/Bass Chorus,Hallelujah  Amen (21977) (accomp),Handel/Gilpin,
933-Tenor/Bass Chorus,De Animals A-Comin (12831) (a cappella),Anon. or Trad./Bartholomew,
935-Treble Chorus,Gloria (from Heiligmesse) (22869) (SSA) (opt instrumental accompaniment) (accomp),Haydn/Leavitt,
935-Treble Chorus,Alleluia (20696) (SSAA (piano  horn; percussion opt)) (accomp),Basler,
935-Treble Chorus,Arise  My Love (16938) (SSA) (accomp),Farnell,
935-Treble Chorus,Cantamos (We Sing),James DesJardins,
935-Treble Chorus,Heart  We Will Forget Him! (16333) (SSA) (accomp),Farnell,
935-Treble Chorus,Os Justi (12359) (Latin) (SSAA) (a cappella),Daley,
935-Treble Chorus,Minoi  Minoi (12247) (Samoan) (SSAA) (a cappella),Anon. or Trad./Marshall,
935-Treble Chorus,Whispering Pine (12281) (accomp),Butler,
935-Treble Chorus,Musica Dei,Miller,
935-Treble Chorus,O Magnum Mysterium (22015) (a cappella),Ramos,
935-Treble Chorus,Cantate Domino (12563) (Latin) (SSAA w/ sop and alto soli) (electronic keyboard) (accomp),Lang,
935-Treble Chorus,Omnia Vincit Amor (22828) (SA) (opt piano) (a cappella),Trotta,
935-Treble Chorus,The Brook,Paul David Thomas,
935-Treble Chorus,In Time of Silver Rain,Snyder,
935-Treble Chorus,Ave verum corpus (12525) (Latin) (a cappella),Poulenc,
935-Treble Chorus,Deo Gracias (from A Ceremony of Carols),Britten,
931-Mixed Chorus,Cantate Hodie,Mary Lynn Lightfoot,
931-Mixed Chorus,Gloria Alleluia (11280) (3 part mixed) (a cappella),Crocker,
931-Mixed Chorus,Grace Before Sleep,Susan Labarr,
931-Mixed Chorus,Laetatus Sum (11712) (Latin) (accomp),Haydn/Stein,
931-Mixed Chorus,Eatnemen Vueile (Song of the Earth),Fjellheim/Crocker,
931-Mixed Chorus,El Grillo,des Prez,
933-Tenor/Bass Chorus,Shady Grove,Jerry Estes,
933-Tenor/Bass Chorus,Poor Wayfaring Stranger (15231) (accomp),Anon. or Trad./Estes,
933-Tenor/Bass Chorus,Dodi Li,Nira Chen/arr. Doreen Rao,
933-Tenor/Bass Chorus,Benedictus,Emily Crocker,
933-Tenor/Bass Chorus,I. The Ceremony (from A Trilogy of Knighthood) (15254) (TTB divisi) (accomp),Bray,
933-Tenor/Bass Chorus,Flying Solo (22729) (TBB) (accomp),Silvey,
933-Tenor/Bass Chorus,Rise Up  O Men of God (12854) (a cappella),Anon. or Trad./Jennings,
933-Tenor/Bass Chorus,Dies Irae (20799) (TTB) (accomp),Jones,
933-Tenor/Bass Chorus,Three Latin Songs (#3 Jubilate Deo),Laura Farnell,
935-Treble Chorus,I Believe,Mark A. Miller,
935-Treble Chorus,Et In Terra Pax,Mary Lynn Lightfoot,
935-Treble Chorus,Heart  We Will Forget Him,Laura Farnell,
935-Treble Chorus,Exultate Justi in Domino,D. Farrell Smith,
935-Treble Chorus,Viva! from Il re pastore (24271) (SSA) (Italian REQUIRED) (accomp),Mozart/Liebergen,
935-Treble Chorus,Psallite,Kyle Pederson,
935-Treble Chorus,Ubi Caritas (24269) (SA) (accomp),Trotta,
935-Treble Chorus,Ai Hai Yo,Arcari,
935-Treble Chorus,Ubi Caritas,Trotta,
935-Treble Chorus,Oceans and Stars,Bernon,
931-Mixed Chorus,Jubilate  Exsultate! (20828) (SAB) (accomp),Wagner,
931-Mixed Chorus,Alleluia (16795) (SAB or SATB) (accomp),Mozart/Leavitt,
933-Tenor/Bass Chorus,Loch Lomond,Rentz,
933-Tenor/Bass Chorus,Shady Grove ,Williams,
933-Tenor/Bass Chorus,Benedictus,Schram,
933-Tenor/Bass Chorus,Star of Light (20792) (T(T)B(B))(accomp),Farnell,
933-Tenor/Bass Chorus,Jubilate Deo,Mozart/Spevacek,
935-Treble Chorus,Et in Terra Pax (16983),Lightfoot,
935-Treble Chorus,I Never Saw a Moor,Ginsberg,
935-Treble Chorus,Give Thanks and Praise,Handel/Kihlken,
935-Treble Chorus,15. Going Down to Cairo (from Two-Part American Songs) (15342) (a cappella),Williams,
935-Treble Chorus,Tecolote,Herrington,
935-Treble Chorus,The Book of Canons (30 Kyrie Eleison) (16910) (perform entire piece as unison then as a canon) (2 or 3 part canon) (a cappella),Anon. or Trad./Feierabend,
935-Treble Chorus,Shady Grove,Dougherty/Snyder,
935-Treble Chorus,Grow  Little Tree,Ramsey,
935-Treble Chorus,Bayushki Bayu (A Russian Lullaby) (17827) (SSA) (accomp),Perry,
935-Treble Chorus,Two A Cappella Italian Folk Songs for Emerging Treble Choir (24255) (SSA) (sing one) (a cappella),Italian Folk Song/Jones,
935-Treble Chorus,Cantate Canon,Moore,
931-Mixed Chorus,Ride On  King Jesus! (15084) (SATB divisi  solo) (accomp),Anon. or Trad./Hogan,
931-Mixed Chorus,Lullaby (19394) (accomp),Elder,
931-Mixed Chorus,Die Nachtigall (11428) (German) (a cappella),Mendelssohn/Robinson,
931-Mixed Chorus,III. Alleluia (from Three a cappella Latin settings) (20708) (SAB) (unaccomp) (a cappella),Estes,
931-Mixed Chorus,Ma Navu (11522) (Hebrew) (SAB or SATB) (accomp),Anon. or Trad./Snyder,
931-Mixed Chorus,Festival Sanctus,Leavitt,
933-Tenor/Bass Chorus,Dies Irae (22718) (TTB) (accomp),Gray,
933-Tenor/Bass Chorus,Santa Lucia (16964) (Latin)(TB) (accomp),Cottrau/Leck,
935-Treble Chorus,Music When Soft Voices Die,David Paul Henry,
935-Treble Chorus,Hey  Nonny No from Four English Songs,Crystal LaPointe Kowalski,
935-Treble Chorus,Tres canciones de los elementos,Victor C. Johnson,
931-Mixed Chorus,Echo,Tom Shelton,
933-Tenor/Bass Chorus,I'm Bound Away,Mark Patterson,
933-Tenor/Bass Chorus,Maiden 'Cross the Meadow,Vicki Tucker Courtney,
935-Treble Chorus,The Garden of Music (16731) (SSA) (accomp),Patterson,
935-Treble Chorus,A la Puerta del Cielo (16328) (SA) (English or Spanish) (accomp),Anon. or Trad./Roth,
935-Treble Chorus,Zephyr,Amy Bernon,
935-Treble Chorus,Cantate Hodie!,Lightfoot,
935-Treble Chorus,Mockingbird (from Three Short Ornithological Songs),David Paul Henry,
935-Treble Chorus,Why Does the Willow Weep?,Ruth Elaine Schram,
935-Treble Chorus,Medieval Gloria,Vijay Singh,
935-Treble Chorus,Why Does The Willow Weep,Ruth Elaine Schram,
931-Mixed Chorus,Keep Your Lamps! (11305) (conga drums) (a cappella),Anon. or Trad./Thomas,
933-Tenor/Bass Chorus,The Rail Worker (19590) (TB)(A Capella only) (a cappella),Winebrenner,
933-Tenor/Bass Chorus,Noel  Noel,Vijay Singh,
933-Tenor/Bass Chorus,Bella Ciao (24237) (TB) (opt. a cappella) (accomp),Jones,
933-Tenor/Bass Chorus,Sons of Art,Crocker/Leavitt,
933-Tenor/Bass Chorus,Gloria Deo!,Laura Farnell,
933-Tenor/Bass Chorus,Three Latin Songs: 3. Jubilate Deo,Laura Farnell,
933-Tenor/Bass Chorus,Lux Aeterna,Tim Winebrenner,
933-Tenor/Bass Chorus,Come On  Boys,Bailey,
933-Tenor/Bass Chorus,Eldorado,Glenda E. Franklin,
933-Tenor/Bass Chorus,Come Travel With Me (15261) (TTB) (accomp),Farthing,
933-Tenor/Bass Chorus,In Everything Her Loveliness (22702) (TB) (accomp),Courtney,
933-Tenor/Bass Chorus,Hurling Down The Pine (22704) (accomp),Winebrenner,
933-Tenor/Bass Chorus,Battle Above the Clouds ,Vicki Courtney,
935-Treble Chorus,I Never Saw A Moor (from Two Poems of Emily Dickinson) (15365) (accomp),Anon. or Trad./Ginsberg,
935-Treble Chorus,The Ghost Ship (from Reflections of a Lad at Sea) (15568) (SA) (accomp),Anon. or Trad./Besig,
935-Treble Chorus,Tarantella,Victor Bobetsky,
935-Treble Chorus,Jubilate Deo,Doreen Rao,
935-Treble Chorus,Hashivenu (12062) (sing version 2) (3 part canon) (a cappella),Anon. or Trad./Rao,
935-Treble Chorus,Bel Piacere (from Two Handel Classics) (15574) (SA) (accomp),Handel/Perry,
935-Treble Chorus,The Moon,Andy Beck,
935-Treble Chorus,Indian Summer,Emily Crocker,
935-Treble Chorus,A la Nanita Nana (12285) (Spanish) (SA) (accomp),Anon. or Trad./Eddleman,
935-Treble Chorus,Sing to the Lord  Alleluia,Joyce Bacak,
935-Treble Chorus,Hush  My Babe,James Neal Koudelka/ Boyd Bacon,
935-Treble Chorus,Jesu (17849),Ramsey,
935-Treble Chorus,Adoramus Te,Victor C. Johnson,
935-Treble Chorus,Oceans and Stars (22831) (2 part) (opt string accompaniment) (accomp),Bernon,
935-Treble Chorus,Thoughts of Home (from Reflections of a Lad at Sea) (15567) (SA) (accomp),Anon. or Trad./Besig,
935-Treble Chorus,Keep Your Lamps,Johnson,
935-Treble Chorus,Dodi Li,Chen/Rao,
935-Treble Chorus,Come At Dawn  My Beloved (from Three Spanish Ballads) (12280) (accomp),Traditional/Butler,
935-Treble Chorus,Shoshone Love Song,Roger Emerson,
935-Treble Chorus,All The Pretty Little Horses (12066) (2 part) (keyboard and percussion) (accomp),Artman,
935-Treble Chorus,The Captain's Mate,Besig,
935-Treble Chorus,Dancing And Singing (15371) (opt flutes and hand drum) (accomp),Lully/Liebergen,
935-Treble Chorus,The Old Carrion Crow (12168) (SA) (accomp),Anon. or Trad./Goetze,
935-Treble Chorus,The Moon ,Andy Beck,
931-Mixed Chorus,Psallite! (21935) (accomp),Lightfoot,
931-Mixed Chorus,Exultate Justi (11591),Viadana,
931-Mixed Chorus,Exultate Deo (16861),Hassler/Tebay,
931-Mixed Chorus,An Irish Blessing,DeWitt,
933-Tenor/Bass Chorus,The Irish Girl (22717) (TTB) (opt solo) (accomp),ONeil,
933-Tenor/Bass Chorus,Ya Viene La Vieja (12712) (Spanish) (keyboad or guitar) (accomp),Anon. or Trad./Leininger,
933-Tenor/Bass Chorus,Gloria,Michael John Trotta,
933-Tenor/Bass Chorus,Amor Vittorioso,Gastoldi/Leininger,
933-Tenor/Bass Chorus,Music's Echo,Greg Gilpin,
933-Tenor/Bass Chorus,Come to Me  O My Love (16946),Petker/,
933-Tenor/Bass Chorus,All That Her Heart Desires,Laura Farnell,
933-Tenor/Bass Chorus,Cindy,Johnson,
933-Tenor/Bass Chorus,The Vagabond (17790),Farnell,
933-Tenor/Bass Chorus,Black is the Color of My True Loves Hair (18509),Folk Song/Hunt,
933-Tenor/Bass Chorus,My Lagan Love,Farnell,
933-Tenor/Bass Chorus,Tollite Hostias (Praise the Lord) (15247) (TTB) (a cappella),Saint-Saens/Mulder,
935-Treble Chorus,The Rivers Are Running Again,Amy Bernon,
935-Treble Chorus,She Sings,Amy Bernon,
935-Treble Chorus,A Joyful Song,Mary Lynn Lightfoot,
935-Treble Chorus,Dies Irae,Christi Jones,
935-Treble Chorus,The Lonely Carnarvon (21997) (optional cello) (accomp),Traditional Welsh/McCartha,
935-Treble Chorus,Dominus Vobiscum,Narverud,
935-Treble Chorus,Oh  Think of Me (20811) (SSA) (accomp),Hagenberg,
935-Treble Chorus,Johnny Said 'No!',Singh,
935-Treble Chorus,Jentends le moulin (I Hear the Windmill) (19565),French Canadian Folk Song/Crocker,
935-Treble Chorus,Shule Aroon (22868),Traditional Irish Folk Song/Schram,
935-Treble Chorus,Something Told the Wild Geese (12096),Anon. or Trad./Porterfield,
935-Treble Chorus,Jubilate,Mozart/Leavitt,
935-Treble Chorus,Will You Walk a Little Faster (12152) (SA) (accomp),Carroll/Carter,
935-Treble Chorus,The Arrow and the Song (19402),Matthews/,
935-Treble Chorus,Sanctus (22826),Trotta/,
935-Treble Chorus,I. Benedicamus Domino (from Benedicamus Domino),Taylor,
935-Treble Chorus,Medieval Gloria (12143),Singh/,
935-Treble Chorus,So wahr die Sonne scheinet (12329),Schumann/Leavitt,
935-Treble Chorus,Dance Into The Day (17861) (SSAA) (accomp),Patterson,
935-Treble Chorus,Johnny Said 'No!',Vijay Singh,
935-Treble Chorus,Exsultate justi in Domino (15389) (SA divisi  soli) (accomp),Adams,
935-Treble Chorus,My Beloved (12270) (German) (SA) (accomp),Brahms/McEwen,
935-Treble Chorus,Cantate Domino (15421) (a cappella),Schutz/Grundhal,
931-Mixed Chorus,Der Tanz (11740) (German) (accomp),Schubert/Robinson,
931-Mixed Chorus,Chi la Gagliarda (11407) (Italian) (1 verse) (w/ or w/o accomp) (a cappella),Donato/Klein,
931-Mixed Chorus,Frohlocket  ihr Volker auf Erden (16873) (SSAATTBB) (a cappella),Mendelssohn/Kaptein,
931-Mixed Chorus,The Last Words of David (22812) (SATB) (accomp),Thompson,
931-Mixed Chorus,Lobet den Herren (11440) (German) (a cappella),Praetorius/Beveridge,
931-Mixed Chorus,Locus Iste (11801),Bruckner/,
931-Mixed Chorus,Der Tanz,Franz Schubert,
931-Mixed Chorus,Lux Aurumque (16866) (SATB) (a cappella),Whitacre,
931-Mixed Chorus,When I Hear Music (22803) (SATB) (accomp),Martin,
933-Tenor/Bass Chorus,The Vagabond,Vaughan Williams/ arr. Lewis,
933-Tenor/Bass Chorus,Cantate Deo,Handel/ arr. Mayo,
933-Tenor/Bass Chorus,Amor Vittorioso (17798) (TBB) (a cappella),Gastoldi/Leininger,
933-Tenor/Bass Chorus,The Awakening (13002) (accomp),Martin,
933-Tenor/Bass Chorus,Sanctus! Sanctus! (24240),Wolff/,
933-Tenor/Bass Chorus,Die Minnesanger (The Minnesingers) (12872),Schumann/Pfautsch/Oltman,
933-Tenor/Bass Chorus,Medieval Gloria,Singh,
933-Tenor/Bass Chorus,Verbum Caro,de Victoria  Arr. Mueller,
935-Treble Chorus,Weep No More  Sad Fountains (16976) (SSA) (accomp),Butler,
935-Treble Chorus,A Mozart Canon,Mozart/Arr. Moore,
935-Treble Chorus,Gloria (from Heiligmesse),Haydn/Arr. Leavitt,
935-Treble Chorus,This Little Babe,Britten,
