,count,title,composer,event,specification,grade,average std dev above mean,average uil score,average score above expected
935-2-30837,90,Gerakina,Anon. or Trad.,Treble Chorus,(SSA) (accomp),2,-0.2040326976572442,1.2775555555555553,0.1138690913897423
933-1-21984,89,Noah's Ark,Siltman,Tenor-Bass Chorus,"(TT or TTB, TB or TBB) (a cappella)",1,-0.4466171948253794,1.5529545454545455,-0.01648645236791415
935-2-22706,89,"Hush, My Babe",Koudelka,Treble Chorus,(SA) (accomp),2,-0.4746359213927396,1.5653932584269663,0.02269356033485281
931-4-27549,88,Ave Maria,Busto,Mixed Chorus,(SATB div) (organ or keyboard) (accomp),4,-0.46366915909792406,1.4127272727272728,0.13853529866499248
931-2-21060,86,Shalom Aleichem,Goldfarb,Mixed Chorus,(Hebrew) (SAB) (a cappella),2,-0.4072397485541035,1.693488372093024,-0.1852488449087781
935-4-23073,84,Herbstlied,Schumann,Treble Chorus,(German) (SA) (accomp),4,-0.4238403814941303,1.4364285714285714,0.07862550366503088
933-2-30366,84,Gloria,Davison,Tenor-Bass Chorus,(TB) (accomp),2,-0.17514190920005102,1.4203571428571427,-0.045913825003264574
935-2-27871,84,Waters Ripple and Flow,Anon. or Trad.,Treble Chorus,(SA divisi) (accomp),2,-0.49582293135609756,1.4041666666666663,0.1973329153376864
933-2-29523,84,Loch Lomond,Anon. or Trad.,Tenor-Bass Chorus,(TB) (accomp),2,-0.24732801403212612,1.3172619047619047,0.0952186973704836
933-5-22462,84,Widerspruch,Schubert,Tenor-Bass Chorus,(German) (accomp),5,-0.4545168210256194,1.4083333333333332,0.11261466610771889
935-2-22666,83,Prayer,Brahms,Treble Chorus,(2 part) (accomp),2,-0.47307045177267026,1.6142168674698794,-0.05557414173224069
931-4-21547,83,The Water is Wide,Clausen,Mixed Chorus,(SATB divisi w/ inst) (accomp),4,-0.504838698715647,1.72075,-0.1277339225013304
935-2-30840,83,Pretty Saro,Anon. or Trad.,Treble Chorus,(SSA) (accomp),2,-0.24423935417256515,1.3412048192771084,0.07071047997662311
933-2-22095,82,Ya Viene La Vieja,Anon. or Trad.,Tenor-Bass Chorus,(Spanish) (keyboad or guitar) (accomp),2,-0.438063143808884,1.4513414634146342,0.07820785968995543
935-4-22989,82,Domine Fili Unigenite,Palestrina,Treble Chorus,(Latin) (a cappella),4,-0.37121870598133566,1.383375,0.12797793001931196
935-1-22541,82,"Jesu, Joy Of Man's Desiring",Bach,Treble Chorus,(SA) (opt flute) (accomp),1,-0.45965396467615594,1.6013414634146341,-0.0541612981737122
931-4-21587,82,White,Nelson,Mixed Chorus,(SAB) (keyboard) (accomp),4,-0.46480425932907354,1.9431707317073164,-0.39997340359481154
935-2-29580,82,Tarantella,Anon. or Trad.,Treble Chorus,(2 part) (accomp),2,-0.20825914954507252,1.2764634146341463,0.10666800989430093
935-2-22669,81,What Sweeter Music,Butler,Treble Chorus,(2 part) (keyboard) (accomp),2,-0.398339688182654,1.4982716049382718,-0.017036870551251363
931-5-21846,81,Jubilate Deo,Martinson,Mixed Chorus,(English) (keyboard) (accomp),5,-0.4236641339818721,1.402962962962963,0.10733115478570932
933-4-22276,80,African Noel,Anon. or Trad.,Tenor-Bass Chorus,(percussion) (TTB) (a cappella),4,-0.37841836899357184,1.3915,0.09475130069835033
933-2-27736,79,"Jamaica, Farewell!",Anon. or Trad.,Tenor-Bass Chorus,"(TBB) (piano, percussion & opt synthesizer) (accomp)",2,-0.4918764507871891,1.5568354430379745,0.006855797660525655
933-2-22001,79,Viva Tutti,Anon. or Trad.,Tenor-Bass Chorus,(Italian) (a cappella),2,-0.2529893743906573,1.324177215189873,0.08165366393836271
931-4-21573,79,Hodie!,Leavitt,Mixed Chorus,(Latin) (treble solo) (opt percussion) (accomp),4,-0.45850670400345295,1.5526582278481011,-0.015664854873827294
931-4-27544,79,Sanctus in d minor,Bach,Mixed Chorus,"(two vln, vla, & continuo) (accomp)",4,-0.4233184257371261,1.4301265822784808,0.07041627089725885
935-2-22654,78,Jubilate Deo,Praetorius,Treble Chorus,(4 part canon) (a cappella),2,-0.19700199269969687,1.554155844155844,-0.16596901322402607
935-5-23160,78,O Vos Omnes,Victoria,Treble Chorus,(Latin) (a cappella) (a cappella),5,-0.44036862013835276,1.5126923076923078,-0.0038721966518390585
931-3-27536,77,Sing Jubilate Deo!,Riley,Mixed Chorus,"(SSATB) (drum, tambourine) (accomp)",3,-0.4630298662462926,1.501948051948052,0.059649315920962516
933-2-22109,75,Take Me Out To the Ball Game,Tilzer,Tenor-Bass Chorus,(w/ probable transposition) (accomp),2,-0.4580958704642304,1.502133333333333,0.04213316151355212
935-3-28786,74,"Hey Ho, Nobody's Home",Gilpin,Treble Chorus,(3 part any combo) (accomp),3,-0.2520027194945904,1.2826027397260273,0.11938542539393124
935-4-23084,74,Esurientes,Vivaldi,Treble Chorus,(Latin) (SS) (accomp),4,-0.4469166943269749,1.4140540540540538,0.12047452809035385
935-3-22792,73,Deo Gracias,Leininger,Treble Chorus,(hand drum) (a cappella),3,-0.19920193703979638,1.5293150684931505,-0.14995589147070196
933-2-22097,73,I'm Bound Away,Anon. or Trad.,Tenor-Bass Chorus,(accomp),2,-0.06599519689289002,1.3057534246575342,0.03627593746128251
933-1-21995,73,This Train,Anon. or Trad.,Tenor-Bass Chorus,(accomp),1,-0.35192509090344837,1.743478260869565,-0.21758561935954598
935-3-22743,72,In monte Oliveti,Martini,Treble Chorus,(Latin) (a cappella),3,-0.39092635775400697,1.421388888888889,0.09286087368134945
933-3-27765,72,Seeing Nellie Home,Kyle,Tenor-Bass Chorus,"(TTB, opt divisi) (accomp)",3,-0.3966136039116237,1.360833333333333,0.14452720807700167
935-3-28779,72,Sing a Joyful Song,Crocker,Treble Chorus,(SSA) (opt percussion) (accomp),3,-0.47341155450822914,1.5508333333333335,-0.009236627746204241
931-5-21816,71,Liebeslieder Walzer Op. 52,Brahms,Mixed Chorus,"(German) (sing three from # 5, 6, 8, 10, 11, 15, 16, & 18) (piano, 4-hands) (accomp)",5,-0.48583893063539785,1.4177464788732395,0.1382977954325488
931-4-29443,69,Domine Fili a 3,Martini,Mixed Chorus,(SAB) (opt strings) (accomp),4,-0.44023579425794823,1.7584057971014493,-0.24062916143366483
935-3-22898,69,Lachen und Weinen,Schubert,Treble Chorus,(German) (accomp),3,-0.3013422340766274,1.390724637681159,0.06637803412481554
935-1-29411,69,Little Bird,Wanenchak,Treble Chorus,(unison w/ descant) (accomp),1,-0.4417328182047997,1.6082608695652172,-0.0776427580239916
931-3-21262,68,I Will Arise,Anon. or Trad.,Mixed Chorus,(a cappella),3,-0.20532760445084897,1.6317647058823528,-0.25046121805070737
935-3-22782,68,Scarborough Fair,Anon. or Trad.,Treble Chorus,(a cappella),3,-0.4566310885847116,1.3627941176470588,0.1656813224696789
935-3-22825,68,My Beloved,Brahms,Treble Chorus,(German) (SA) (accomp),3,-0.49100588126921796,1.3919117647058823,0.1782579951107184
933-1-34512,67,The Cowboy,Winebrenner,Tenor-Bass Chorus,(a cappella or accompanied) (accomp),1,-0.07770511935173618,1.447462686567164,-0.09428524725309437
931-3-21347,66,Riu Riu Chiu,Anon. or Trad.,Mixed Chorus,(Spanish) (SAB or SATB) (w/ designated inst) (accomp),3,-0.4609230343380215,1.6157575757575755,-0.08244584818428334
931-2-33223,66,Elijah Rock,Spiritual,Mixed Chorus,(SATB  ) (accomp),2,-0.21016652884263554,1.4795454545454545,-0.0956044589083076
935-4-27921,66,Cantate Domino,Schutz,Treble Chorus,(a cappella),4,-0.27365661003103425,1.296875,0.10885628661241563
935-3-22823,66,Die Meere,Brahms,Treble Chorus,(German) (SA) (accomp),3,-0.45794333662494124,1.4293939393939394,0.0977815486131234
931-2-21127,65,Benedictus,McPheeters,Mixed Chorus,(3 part mixed) (SAB) (accomp),2,-0.44631563265275354,2.0000000000000004,-0.4712930302157084
933-1-30358,65,One More River,Anon. or Trad.,Tenor-Bass Chorus,(TB) (accomp),1,-0.02970823646053189,1.2972307692307692,0.046922909497394055
933-2-31059,65,She Is Evening,Courtney,Tenor-Bass Chorus,(T(T)B) (accomp),2,-0.0362010045813046,1.3693749999999998,-0.02403021602105849
933-1-27709,64,Kyrie,Krunnfusz,Tenor-Bass Chorus,(a cappella),1,-0.34856048781242976,1.6715624999999998,-0.1902389119487683
935-2-30401,64,Be Joyful,Lully,Treble Chorus,(SA) (accomp),2,-0.4148575002860484,1.48453125,0.0035866273190516273
931-4-29464,64,Set Me As A Seal,Nance,Mixed Chorus,(SATB) (french horn) (piano or organ) (accomp),4,-0.4770443004796825,1.3331250000000001,0.21593596087944447
935-3-32042,63,Lunar Lullaby,Narverud,Treble Chorus,(SA) (accomp),3,-0.013081162524537504,1.1899999999999997,0.14582855295298255
935-5-23200,63,Bury Me Beneath The Willow,Palmer,Treble Chorus,"(piano & flute) (SSA, sop solo) (accomp)",5,-0.4666096056700899,1.3384126984126983,0.19924801969438877
935-4-22795,63,"Minoi, Minoi",Anon. or Trad.,Treble Chorus,(Samoan) (SSAA) (a cappella),4,-0.4035038551676746,1.2593650793650795,0.2483600090832781
935-3-22847,63,A la Nanita Nana,Anon. or Trad.,Treble Chorus,(Spanish) (SA) (accomp),3,-0.20391240493371354,1.4541269841269837,-0.062351087324370766
935-3-22893,63,Sound the Trumpet,Purcell,Treble Chorus,(SA) (accomp),3,-0.16429979820447627,1.3647619047619046,-0.003285525378610944
933-3-22201,63,Tahiti,Anon. or Trad.,Tenor-Bass Chorus,(TTBB) (keyboard or guitar) (accomp),3,-0.4386789422707369,1.3275806451612902,0.18175758273169104
935-5-27987,62,Alleluia,Purcell,Treble Chorus,(SSA) (accomp),5,-0.4788859379331276,1.6398387096774194,-0.07641127784876585
933-3-22185,61,May God Smile On You,Bach,Tenor-Bass Chorus,(English) (TB) (accomp),3,-0.495680097399926,1.4859016393442623,0.08930957424711246
935-4-23035,61,Pal Pa Haugen,Anon. or Trad.,Treble Chorus,(norwegian) (SSA) (accomp),4,-0.4723645160995751,1.420655737704918,0.10964300553916596
935-2-22612,60,Au clair de la lune,Anon. or Trad.,Treble Chorus,(SSA ONLY) (a cappella),2,-0.041192903676196435,1.1945000000000001,0.14833563614545486
935-1-31070,60,Morning,Gardner,Treble Chorus,(SA) (accomp),1,-0.14511191503769938,1.2945,0.06831796000699447
931-4-21562,60,Laetatus Sum,Haydn,Mixed Chorus,(Latin) (accomp),4,-0.3858433056196944,1.2831666666666666,0.21995697668830713
933-5-29287,60,Psalm 103,Mulholland,Tenor-Bass Chorus,(TTBB) (horn in F & piano) (accomp),5,-0.43614933349758456,1.5108333333333333,0.006530686456163326
935-3-30422,60,Jesu,Ramsey,Treble Chorus,(SA) (accomp),3,-0.1463749529901548,1.1993333333333331,0.16086190075957058
931-3-21345,59,A la Puerta del Cielo,Anon. or Trad.,Mixed Chorus,(Spanish) (SAB or SATB) (w/ designated inst) (accomp),3,-0.4121205241149828,1.6213559322033897,-0.12142870941361585
935-1-22531,59,Spring,Gove,Treble Chorus,(SA) (a cappella),1,-0.18407353070172428,1.456610169491525,-0.07639053321087452
935-2-22558,58,Winter Wind,Ebel- Sabo,Treble Chorus,(SA) (oboe or flute) (accomp),2,-0.4530477046748347,1.6605172413793101,-0.14693216228376768
931-5-21775,58,Open Thou Mine Eyes,Rutter,Mixed Chorus,"(SATB divisi, sop solo) (a cappella)",5,-0.4880086269569752,1.378965517241379,0.17671079528893366
935-2-29435,58,Alleluia! Sing for Joy!,Lully,Treble Chorus,(2 part) (opt flute & hand drum) (accomp),2,-0.4024696338065892,1.488448275862069,0.022720595466444386
935-4-23070,57,Tomorrow Shall Be My Dancing Day,Anon. or Trad.,Treble Chorus,(keyboard or harp) (sop solo) (accomp),4,-0.3519375817937975,1.4736842105263155,0.021860932116039986
931-3-21086,57,Keep Your Lamps!,Anon. or Trad.,Mixed Chorus,(conga drums) (a cappella),3,-0.20310694987222,1.3094736842105261,0.07474299688378504
931-4-21543,57,Christus Factus Est,Carissimi,Mixed Chorus,(Latin) (SAB) (continuo) (accomp),4,-0.3389606486693888,1.5847368421052632,-0.11359843961568251
931-5-21722,57,Verbum caro factum est,Hassler,Mixed Chorus,(Latin) (SSATTB) (no inst) (a cappella),5,-0.4236769833592,1.3273684210526315,0.20401497775230726
935-1-22571,57,Gute Nacht,Anon. or Trad.,Treble Chorus,(German) (SA) (accomp),1,-0.49666924811642277,1.4384210526315786,0.10560549962675714
935-2-22611,57,All Join Hands,Anon. or Trad.,Treble Chorus,(a cappella),2,-0.05634019210321406,1.3159649122807018,0.03972377744775976
935-1-22501,56,Zum Gali Gali,Anon. or Trad.,Treble Chorus,(a cappella),1,0.00013622222069742396,1.4523214285714285,-0.12192394658227643
931-5-21691,56,Let Me Fly,Anon. or Trad.,Mixed Chorus,(baritone solo) (a cappella),5,-0.45274254631628175,1.28,0.24784570806975242
935-5-23119,56,An den Vetter,Haydn,Treble Chorus,(German) (SSA) (a cappella),5,-0.4420792001865159,1.4105357142857142,0.11012913033057539
931-5-21654,55,O Magnum Mysterium,Victoria,Mixed Chorus,(w/o accomp) (a cappella),5,-0.5122506707203931,1.570576923076923,0.010390506679971186
931-4-21575,55,Enosh,Lewandowski,Mixed Chorus,(Hebrew) (keyboard) (accomp),4,-0.5164867293165034,1.4116363636363634,0.159773410964254
935-3-27895,55,Dome Epais,Delibes,Treble Chorus,(SA) (accomp),3,-0.3455987303170438,1.5447272727272723,-0.03232288056704459
935-2-33325,55,Set Me As a Seal,Leavitt,Treble Chorus,(SSA)(accomp or accapella) (a cappella),2,-0.16554002248457356,1.4359999999999997,-0.0472244907196362
931-3-21219,54,Cantate Domino,Hassler,Mixed Chorus,(Latin) (w/ or w/o accomp) (a cappella),3,-0.47163449926566403,1.7285185185185186,-0.17305657051205722
933-1-27712,54,Benedictus,Schram,Tenor-Bass Chorus,(accomp),1,-0.020973217182077786,1.3824074074074073,-0.04238293040585809
931-4-21572,53,Festival Sanctus,Leavitt,Mixed Chorus,(SATB)(Latin) (accomp),4,-0.13667703664938657,1.2705660377358492,0.08521370433689875
931-4-21585,53,Placido e il mar,Mozart,Mixed Chorus,(Italian) (accomp),4,-0.3611991735247111,1.3267924528301887,0.18825717422616287
935-3-22899,53,Schweizerlied,Schubert,Treble Chorus,(German) (2 part) (accomp),3,-0.4432781153280527,1.3522641509433964,0.19265082206736917
931-1-21029,53,"Holy, Holy, Holy",Schubert,Mixed Chorus,(SAB) (accomp),1,-0.4646611602888042,1.9432075471698111,-0.3894784962936525
933-3-22189,53,Veni Jesu,Cherubini,Tenor-Bass Chorus,(Latin) (TTBB) (accomp),3,-0.4402984788665263,1.2699999999999998,0.2618324274873939
935-2-22650,53,Illumina oculos meos,Palestrina,Treble Chorus,(Latin) (SSA) (a cappella),2,-0.16270542875300253,1.4083018867924526,-0.0439191140802739
931-4-30322,52,Earth Song,Ticheli,Mixed Chorus,(SATB) (a cappella),4,-0.06231504157602097,1.3521153846153844,-0.020775423253036794
931-5-21761,52,"Hark, I Hear the Harps Eternal",Anon. or Trad.,Mixed Chorus,(SATB divisi) (a cappella),5,-0.4772942291377158,1.557307692307692,0.03937085841339248
935-2-35366,52,Omnia Vincit Amor,Trotta,Treble Chorus,(SA) (opt piano) (a cappella),2,0.06875653777895208,1.224423076923077,0.06022134991986699
935-2-30843,52,Sing to Me,Ramsey,Treble Chorus,(SA) (accomp),2,-0.06296850217464689,1.1855769230769229,0.17429948530257805
935-3-22744,51,Tristis est anima mea,Martini,Treble Chorus,(Latin) (a cappella),3,-0.4702532266074302,1.5488235294117647,-0.008121782999110492
931-2-33335,51,Keep Your Lamps,Johnson,Mixed Chorus,(SAB) (accomp),2,-0.4466464362122602,1.6666666666666667,-0.08722380995365381
933-3-28787,51,"Hey Ho, Nobody's Home",Anon. or Trad.,Tenor-Bass Chorus,(3 part in any combination) (accomp),3,-0.4133977974546479,1.4505882352941175,0.06764169062108577
931-5-21824,51,Stomp Your Foot,Copland,Mixed Chorus,(piano duet) (bass solo opt) (accomp),5,-0.44858586110518783,1.535490196078431,0.012357711648883716
935-2-28789,51,Mozart's Adagio,Mozart,Treble Chorus,(SA) (piano & clarinet; clarinet part may be played by vln or flute) (accomp),2,-0.47398753115497994,1.5947058823529412,-0.06756584731056633
935-2-30396,51,Al Shlosha D'Varim,Naplan,Treble Chorus,(SA) (accomp),2,-0.03381883376804029,1.2680392156862745,0.07805761679558948
935-4-23036,51,Tantum Ergo Op. 65 No. 2,Faure,Treble Chorus,(Latin) (soli opt) (keyboard) (accomp),4,-0.4252245887040633,1.5094117647058822,0.02105372081837017
931-1-27477,50,"The Lone, Wild Bird",Anon. or Trad.,Mixed Chorus,(sop solo) (organ or keyboard) (accomp),1,-0.3975201570896576,1.6532,-0.1400072400036979
935-3-23068,49,Slumber Song,Reger,Treble Chorus,(German) (accomp),3,-0.4596446495071074,1.6595918367346938,-0.1187608870022046
935-1-31068,49,J'entend le Moulin,Dwyer,Treble Chorus,(SA) (accomp),1,-0.10029270443730987,1.2857142857142858,0.08548400432197532
931-5-21853,49,"Sancta Maria, Mater Dei K. 273",Mozart,Mixed Chorus,(Latin) (keyboard or strings) (accomp),5,-0.513016284397972,1.476326530612245,0.0906255251158814
935-4-22951,49,"Rise Up, My Love",Daley,Treble Chorus,(SSAA) (a cappella),4,-0.2939181175585348,1.2583673469387753,0.1589029563148583
935-3-28816,48,Gloria,Krunnfusz,Treble Chorus,(SSA) (accomp),3,-0.4095583977402206,1.499375,1.5577394457016076e-05
933-3-22158,48,Festival Procession,Anon. or Trad.,Tenor-Bass Chorus,(TB) (tambourine & drum) (a cappella),3,-0.4445416873759447,1.5414583333333332,-0.023556750132937215
931-4-21418,48,Ave Maria,Victoria,Mixed Chorus,(a cappella),4,-0.4619662122690471,1.3260416666666666,0.23655998860439795
935-4-29558,48,Set Me As a Seal,Nance,Treble Chorus,"(SSAA) (french horn, piano or organ) (accomp)",4,-0.47199875470794517,1.3533333333333328,0.1794554156557446
931-5-21675,48,Ave Verum Corpus,Byrd,Mixed Chorus,(Latin) (a cappella),5,-0.477195796988539,1.2845833333333332,0.2986446822253001
931-2-21033,48,Set Me As a Seal,Leavitt,Mixed Chorus,(opt. accomp) (accomp),2,-0.17035246206331212,1.3475000000000001,0.024383737077252127
935-4-33226,48,Lullaby,Elder,Treble Chorus,(SSA) (accomp),4,-0.14476396835495886,1.1454166666666665,0.21236108184670544
931-4-21499,47,Prayer to Jesus,Oldroyd,Mixed Chorus,(omit introduction) (solo opt) (a cappella),4,-0.5005417890371748,1.5246808510638297,0.049968483866159395
931-1-27476,47,Rise Up This Day To Celebrate,Haydn,Mixed Chorus,(SAB) (opt trumpet) (accomp),1,-0.5360114165061307,1.780212765957447,-0.1814497201657478
935-1-22493,47,"Gloria, Gloria",Haydn,Treble Chorus,(3 part) (a cappella),1,-0.4803908829806325,1.7091489361702128,-0.14617323421703876
931-5-21818,47,Sehnsucht,Brahms,Mixed Chorus,(German) (accomp),5,-0.40341955435642607,1.645,-0.14645231543349485
935-2-22687,47,Panis Angelicus,Franck,Treble Chorus,(SA w/ sop solo) (accomp),2,-0.48217960686260875,1.5387234042553193,0.02052965606089844
935-3-30850,46,Mein Feinslieb,Jeep,Treble Chorus,(SSA) (a cappella),3,-0.26116729114316817,1.1952173913043478,0.21321996214942454
935-6-28002,46,Magnificat,Stroope,Treble Chorus,"(sop solo) (piano, 4 hands) (accomp)",6,-0.4134876868373416,1.2171739130434782,0.2890424497919249
935-2-22617,46,Sonatemi un balletto,Anon. or Trad.,Treble Chorus,(SSA) (a cappella),2,-0.24391894488071708,1.3693478260869565,0.0356562553437878
935-1-22486,46,Alleluia,Boyce,Treble Chorus,(3 part) (a cappella),1,-0.47016946767144674,1.891086956521739,-0.32584280334340937
931-3-21201,46,O occhi manza mia,di Lasso,Mixed Chorus,(Italian) (a cappella),3,-0.16746714246479533,1.3404444444444443,0.03195147936226214
935-3-35414,46,Ad Astra,Narverud,Treble Chorus,(SSA) (accomp),3,0.06118233117123539,1.1589130434782609,0.13144378716944977
931-5-27629,46,Balulalow,Daley,Mixed Chorus,(SATB divisi) (a cappella),5,-0.48976672641961794,1.435,0.12827399108073917
935-2-22700,45,"Good Night, Gently Sleep (Dobru Noc)",Herrington,Treble Chorus,"(Slovakian & English) (SSA, opt bells) (accomp)",2,-0.47052764391106283,1.533111111111111,0.006620433506522991
931-2-27495,45,Sing We Joy,Purcell,Mixed Chorus,(SAB) (opt flutes & hand drum) (accomp),2,-0.43429419878733944,1.614222222222222,-0.09533742443645554
935-2-22616,45,Poi ch'el mio foco e spento,Anon. or Trad.,Treble Chorus,(SSA) (a cappella),2,-0.2626544695006561,1.2737777777777777,0.13361203224771903
933-4-32005,45,Dulaman,McGlynn,Tenor-Bass Chorus,(TBB) (a cappella),4,-0.18456915424098552,1.2144444444444444,0.1667892627156505
