,count,title,composer,event,specification,grade,average std dev above mean,average uil score,average score above expected
931-5-30809,2,How Can I Keep From Singing,Lowry,Mixed Chorus,(SATB) (divisi w/ descant) (a cappella),5,-0.19780702844092302,1.335,0.08615179859769839
935-4-22793,2,Kyrie Eleison,Leininger,Treble Chorus,(Latin) (SSAA) (a cappella),4,-0.3255004237550607,1.165,0.26423930698429876
931-2-30785,2,Misericordias Domini,Estes,Mixed Chorus,(SAB) (accomp),2,0.022701879210192955,1.0,0.3193784683684795
935-1-34535,2,Ombra Mai Fu,Handel,Treble Chorus,(accomp),1,0.022701879210192955,1.0,0.3193784683684795
931-2-21116,2,Then Will I Jehovah's Praise,Handel,Mixed Chorus,(2 part mixed) (accomp),2,0.022701879210192955,1.67,-0.35062153163152043
935-3-22858,2,Lullaby,Keel,Treble Chorus,(accomp),3,-0.3255004237550607,1.0,0.4292393069842988
935-3-34556,2,Rise Up in Merry Measure,Costeley,Treble Chorus,(a capella or accompanied) (hand drum OPTIONAL) (accomp),3,0.022701879210192955,2.0,-0.6806215316315205
935-2-34539,2,Exsultate Deo,Snyder,Treble Chorus,(a capella or accompanied) (accomp),2,0.1268254551047805,2.33,-1.089150668993601
931-3-29325,2,Alleluia,James,Mixed Chorus,(SATB) (a cappella),3,-0.3255004237550607,1.0,0.4292393069842988
931-3-21216,2,Canticorum Jubilo,Handel,Mixed Chorus,(Latin) (w/ or w/o accomp) (a cappella),3,-0.3255004237550607,1.335,0.09423930698429883
933-2-35238,2,The West-Country Lover,Farnell,Tenor-Bass Chorus,(TTB) (opt. accompaniment) (a cappella),2,0.022701879210192955,1.335,-0.015621531631520469
935-5-29264,2,There is Sweet Music,Gawthrop,Treble Chorus,(SSAA) (a cappella),5,0.022701879210192955,1.0,0.3193784683684795
935-3-28829,2,"Will Ye Go, Lassie, Go?",Anon. or Trad.,Treble Chorus,(SSA) (a cappella),3,-0.10832340996662237,1.0,0.381316494267689
931-2-21035,2,Jamais Je N'aimerai Grand Homme,Anon. or Trad.,Mixed Chorus,(French) (a cappella),2,0.022701879210192955,1.165,0.15437846836847946
933-3-22206,2,Roll Mighty River,Martin,Tenor-Bass Chorus,(TBB) (accomp),3,0.022701879210192955,1.165,0.15437846836847946
931-3-21184,2,Ave Maris Stella,Anerio,Mixed Chorus,(Latin) (a cappella),3,-0.3255004237550607,1.0,0.4292393069842988
935-4-23074,2,In Meinem Garten,Schumann,Treble Chorus,(German) (accomp),4,-0.13359252639289254,1.0,0.36321136274061494
931-4-21367,2,Terra Tremuit,Byrd,Mixed Chorus,(SSATB) (a cappella),4,-0.3255004237550607,1.5,-0.0707606930157012
935-3-28808,2,Dandansoy,Anon. or Trad.,Treble Chorus,(SSA) (accomp),3,-0.3255004237550607,1.165,0.26423930698429876
931-3-35321,2,Watercolor Sky,Tippette,Mixed Chorus,(SATB) (accomp),3,0.022701879210192955,1.165,0.15437846836847946
935-5-35424,2,I am the secret fire in all things,Ratledge,Treble Chorus,(SSAA) (divisi) (a cappella),5,0.022701879210192955,1.0,0.3193784683684795
933-3-22156,2,My Love Is Like a Rose,Butler,Tenor-Bass Chorus,(TBB) (a cappella),3,0.022701879210192955,1.0,0.3193784683684795
935-3-33301,1,Alle Meine Kleider (All My Clothes),Jones,Treble Chorus,(SSA) (a cappella),3,-0.2393486991434377,1.67,-0.22674547983310145
935-1-29482,1,Celtic Cradle Song,Anon. or Trad.,Treble Chorus,(unison) (accomp),1,-0.2393486991434377,2.0,-0.5567454798331015
935-4-35419,1,Where Er’ You Go,Wright,Treble Chorus,(SSA) (opt oboe) (accomp),4,0.022701879210192955,1.0,0.3193784683684795
931-1-21007,1,Didn't My Lord Deliver Daniel,Anon. or Trad.,Mixed Chorus,(SAB) (accomp),1,0.022701879210192955,1.33,-0.010621531631520575
933-2-32003,1,This Little Light of Mine,Gospel Children's Song,Tenor-Bass Chorus,(TB) (accomp),2,0.022701879210192955,1.0,0.3193784683684795
935-2-22695,1,"Come, Jesus, Holy Son of God",Handel,Treble Chorus,(SA) (accomp),2,0.022701879210192955,1.33,-0.010621531631520575
931-2-27490,1,April Is In My Mistress' Face,Morley,Mixed Chorus,(SAB) (a cappella),2,-0.2393486991434377,1.33,0.11325452016689841
933-5-22377,1,Hodie Christus Natus Est,Lamb,Tenor-Bass Chorus,(Latin) (a cappella),5,0.022701879210192955,1.0,0.3193784683684795
935-2-29428,1,O Give Thanks,Rogers,Treble Chorus,(2 part) (accomp),2,-0.3255004237550607,2.33,-0.9007606930157013
933-3-32037,1,Psallite Hodie,Johnson,Tenor-Bass Chorus,(TTB) (accomp),3,0.022701879210192955,2.0,-0.6806215316315205
931-3-21278,1,Ye Restless Thoughts,Wilbye,Mixed Chorus,(SAB) (a cappella),3,-0.2898869319959778,2.0,-0.5929557428872496
931-3-21302,1,The Ash Grove,Anon. or Trad.,Mixed Chorus,(two clarinets) (accomp),3,-0.5668700753099365,1.67,-0.08315855181023712
931-4-35340,1,Ani Ma’amin,Traditional Jewish Folk Song,Mixed Chorus,(SATB) (solo violin) (accomp),4,0.022701879210192955,1.33,-0.010621531631520575
933-5-35278,1,Praise Him,Cox,Tenor-Bass Chorus,(TTBB) (accomp),5,0.022701879210192955,1.0,0.3193784683684795
935-3-31843,1,You Are My Music,Farnell,Treble Chorus,(accomp),3,-0.2393486991434377,1.0,0.4432545201668985
935-3-30852,1,Remember Me,Farnell,Treble Chorus,(SSA) (accomp),3,-0.2393486991434377,1.0,0.4432545201668985
931-4-30800,1,O Brillante Estrella,Sirett,Mixed Chorus,(SATB) (accomp),4,0.022701879210192955,1.0,0.3193784683684795
935-3-34549,1,Forget Not My Heart,Parker/Courtney,Treble Chorus,(accomp),3,-0.2393486991434377,1.0,0.4432545201668985
933-3-22207,1,"Rise Up, My Love, My Fair One",McCray,Tenor-Bass Chorus,(TBB) (flute) (accomp),3,0.022701879210192955,1.33,-0.010621531631520575
935-5-34567,1,Song of Miriam,Hagenberg,Treble Chorus,(accomp),5,-0.2393486991434377,1.0,0.4432545201668985
931-3-21334,1,Sanctus,Mozart,Mixed Chorus,"(Holy, Holy, Holy) (Latin) (keyboard) (accomp)",3,-0.5321189625304916,2.0,-0.381904109589041
931-4-21563,1,Petite Nymphe Folastre,Jannequin,Mixed Chorus,(French) (a cappella),4,0.022701879210192955,1.0,0.3193784683684795
931-1-20981,1,Sing to the Lord,Crocker,Mixed Chorus,(SAB) (a cappella),1,0.022701879210192955,3.33,-2.0106215316315206
933-3-29499,1,Pie Jesu,Lightfoot,Tenor-Bass Chorus,(TTB) (accomp),3,0.022701879210192955,1.0,0.3193784683684795
935-5-23000,1,"Nova, Nova, Ave Fit Ex Eva",Spencer,Treble Chorus,(Latin) (triangle) (a cappella),5,-0.3255004237550607,1.33,0.09923930698429873
931-5-21692,1,Tu pauperum refugium,des Pres,Mixed Chorus,(Latin) (a cappella),5,-0.3255004237550607,1.0,0.4292393069842988
933-5-22354,1,John Was A Writer,Anon. or Trad.,Tenor-Bass Chorus,(baritone solo) (a cappella),5,-0.5321189625304916,1.0,0.618095890410959
931-3-21147,1,"Pase El Agoa, Ma Julieta",Anon. or Trad.,Mixed Chorus,(Spanish) (a cappella),3,0.022701879210192955,2.0,-0.6806215316315205
931-5-30345,1,Lux Aeterna,Schmidt,Mixed Chorus,(SATB div) (a cappella),5,-0.2898869319959778,1.0,0.4070442571127504
931-6-21921,1,Christmas Cantata,Pinkham,Mixed Chorus,"(Latin) (brass; or, brass & organ) (accomp)",6,-0.514434554479392,1.0,0.6475891706059305
931-5-30816,1,Tota Pulchra Es,Gjeilo,Mixed Chorus,(SATB) (full divisi) (a cappella),5,-0.3255004237550607,1.0,0.4292393069842988
931-2-21134,1,Praise Ye the Lord of Hosts,Saint-Saens,Mixed Chorus,(SATB & SAB) (accomp),2,0.022701879210192955,1.0,0.3193784683684795
931-4-27545,1,Ae Fond Kiss,Bailey,Mixed Chorus,"(SATB divisi, tenor solo) (piano or harp) (accomp)",4,-0.514434554479392,1.0,0.6475891706059305
931-4-32030,1,And The Glory of The Lord (No. 4 Chorus from Messiah),Handel,Mixed Chorus,(SATB)(G. Schirmer edition required) (accomp),4,0.022701879210192955,1.0,0.3193784683684795
931-5-33196,1,Gloria in excelsis,Weelkes,Mixed Chorus,(SSAATB) (unaccomp) (a cappella),5,-0.3255004237550607,1.0,0.4292393069842988
933-4-33359,1,"Amo, Amas, I Love A Lass",Anonymous,Tenor-Bass Chorus,(TBB) (a cappella),4,-0.2898869319959778,1.0,0.4070442571127504
935-2-34540,1,Morning Song,Donnelly/Strid,Treble Chorus,(accomp),2,-0.514434554479392,1.0,0.6475891706059305
935-3-22775,1,And You Are Not Alone,Duson,Treble Chorus,(SA) (a cappella),3,0.022701879210192955,1.67,-0.35062153163152043
931-3-21256,1,Ein Hennlein Weiss,Scandello,Mixed Chorus,(German) (a cappella),3,-0.3255004237550607,2.33,-0.9007606930157013
931-5-21793,1,"Tiridola, Non Dormire",Vecchi,Mixed Chorus,(Italian) (SSATTB) (a cappella),5,-0.514434554479392,1.0,0.6475891706059305
931-3-28047,1,Es fiel ein Reif (from Drei Volkslieder),Mendelssohn,Mixed Chorus,(German) (a cappella),3,0.022701879210192955,1.67,-0.35062153163152043
931-5-21695,1,Surrexit pastor bonus,di Lasso,Mixed Chorus,(Latin) (SSATB) (a cappella),5,-0.514434554479392,1.33,0.3175891706059304
933-3-22208,1,My Lovely Celia,Monro,Tenor-Bass Chorus,(TBB) (accomp),3,-0.514434554479392,1.0,0.6475891706059305
933-1-21993,1,Drink to Me Only with Thine Eyes,Anon. or Trad.,Tenor-Bass Chorus,(CCB opt baritone solo) (accomp),1,-0.2898869319959778,1.33,0.07704425711275031
935-4-22784,1,Kyrie Eleison,Hunt,Treble Chorus,(a cappella),4,-0.5107409157274454,2.67,-1.091034692635423
931-3-27543,1,Rose-Cheeked Laura,Young,Mixed Chorus,(SATB div) (a cappella),3,-0.5107409157274454,1.0,0.5789653073645769
933-5-22365,1,"Ave, verum Corpus Christi",des Pres,Tenor-Bass Chorus,(Latin) (a cappella),5,-0.3255004237550607,1.67,-0.24076069301570113
931-5-23236,1,Plorate Filii Israel from Jephthah,Carissimi,Mixed Chorus,(Latin) (SSATTB) (a cappella),5,-0.5107409157274454,1.67,-0.09103469263542308
933-3-27777,1,Ich Hatt' Einen Kameraden,Anon. or Trad.,Tenor-Bass Chorus,(TTBB) (a cappella),3,-0.514434554479392,1.0,0.6475891706059305
935-2-35372,1,Carrickfergus,Traditional Irish Folk Song,Treble Chorus,(SA) (opt flute) (accomp),2,0.022701879210192955,1.0,0.3193784683684795
935-2-22627,1,El Grillo,des Pres,Treble Chorus,(Italian) (voices w/ bass clef inst; no keyboard) (accomp),2,-0.5321189625304916,1.0,0.618095890410959
935-5-23012,1,Die Boten Der Liebe,Brahms,Treble Chorus,(German) (SA) (accomp),5,-0.2898869319959778,1.33,0.07704425711275031
931-3-21590,1,Jubilate Deo,Porterfield,Mixed Chorus,(Latin) (SSATTB) (accomp),3,-0.2898869319959778,2.0,-0.5929557428872496
931-3-21152,1,O Sacrum Convivium,Croce,Mixed Chorus,(a cappella),3,-0.5321189625304916,2.0,-0.381904109589041
933-3-31061,1,Two Morley Madrigals for Men,Morley,Tenor-Bass Chorus,(TBB)(Perform #1) (a cappella),3,-0.3255004237550607,1.0,0.4292393069842988
933-5-22351,1,The God Who Gave Us Life,Thompson,Tenor-Bass Chorus,(accomp),5,-0.5321189625304916,1.0,0.618095890410959
935-2-22734,1,The Ash Grove,Anon. or Trad.,Treble Chorus,(SSA) (accomp),2,0.022701879210192955,2.33,-1.0106215316315206
935-4-29508,1,Ave Maris Stella,Obrecht,Treble Chorus,(SSA) (a cappella),4,-0.3255004237550607,1.0,0.4292393069842988
935-5-36818,1,"Rise, My Soul",LaBarr,Treble Chorus,(SSAA) (a cappella),5,0.022701879210192955,1.0,0.3193784683684795
931-5-33195,1,Woke Up This Morning,Spiritual,Mixed Chorus,(SATB divisi) (unaccomp) (a cappella),5,-0.2898869319959778,1.0,0.4070442571127504
933-5-33319,1,Ave Maria,de Victoria,Tenor-Bass Chorus,(TTB) (a cappella),5,-0.2898869319959778,1.0,0.4070442571127504
931-4-21487,1,Fruhlingsfeier,Mendelssohn,Mixed Chorus,(German) (a cappella),4,-0.514434554479392,1.0,0.6475891706059305
931-3-21249,1,I Thank You God,Pfautsch,Mixed Chorus,(a cappella),3,0.022701879210192955,1.0,0.3193784683684795
935-4-22919,1,Recordare Domine,Genet,Treble Chorus,(Latin) (a cappella),4,-0.3255004237550607,2.0,-0.5707606930157012
935-4-27947,1,Jaakobin pojat,Kostiainen,Treble Chorus,(SSSAA divisi) (a cappella),4,-0.3255004237550607,1.0,0.4292393069842988
935-5-23161,1,As Costureiras,Villa-Lobos,Treble Chorus,(Portuguese) (a cappella),5,-0.3255004237550607,1.0,0.4292393069842988
171-2-20494,1,Cantate Domino,Pitoni,Treble Small Ensemble,(SSA) (a cappella),2,0.022701879210192955,1.0,0.3193784683684795
931-4-30315,1,Adoramus Te,Bennett,Mixed Chorus,(SATB) (accomp),4,0.022701879210192955,1.67,-0.35062153163152043
935-1-35359,1,The Moon Has a Face,Stevenson,Treble Chorus,(2 part) (accomp),1,0.022701879210192955,1.0,0.3193784683684795
931-4-30321,1,Dormi Jesu,Sirett,Mixed Chorus,(SATB) (a cappella),4,-0.2898869319959778,1.0,0.4070442571127504
931-4-30640,1,I Love My Love,Dickau,Mixed Chorus,SATB (cl) (accomp),4,-0.3255004237550607,1.0,0.4292393069842988
931-4-36763,1,Let Us All Sing,Christopher,Mixed Chorus,(SATB) (accomp),4,0.022701879210192955,1.0,0.3193784683684795
935-5-23167,1,"Domine Deus, Rex Coelestis",Borri,Treble Chorus,(Latin) (SSA) (accomp),5,-0.3255004237550607,1.33,0.09923930698429873
935-2-22536,1,My True Love Hath My Heart,Williams,Treble Chorus,(SA) (a cappella),2,0.022701879210192955,1.0,0.3193784683684795
931-4-21806,1,The Bells,Ahrold,Mixed Chorus,(accomp),4,0.022701879210192955,1.0,0.3193784683684795
935-3-31080,1,Ave Maria,Saint-Saens,Treble Chorus,(SA) (accomp),3,0.022701879210192955,2.33,-1.0106215316315206
935-2-35376,1,Antiphonal Kyrie,Miller,Treble Chorus,(2 part) (accomp),2,0.022701879210192955,1.0,0.3193784683684795
935-4-36814,1,"Veni, Veni Emmanuel",Trotta,Treble Chorus,(SA) (opt. descant;  opt. piano & percussion) (a cappella),4,-0.3255004237550607,1.0,0.4292393069842988
931-6-27704,1,Leonardo Dreams of His Flying Machine,Whitacre,Mixed Chorus,"(SSATB divisi, soli) (percussion) (a cappella)",6,-0.2898869319959778,1.0,0.4070442571127504
935-3-22811,1,"Come, Now Let Us Be Joyful",Vecchi,Treble Chorus,(a cappella),3,0.022701879210192955,1.0,0.3193784683684795
931-5-21625,1,Reveci Venir du Printemps,LeJeune,Mixed Chorus,(French) (SSATB) (a cappella),5,-0.2898869319959778,1.0,0.4070442571127504
